Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
9f40eccf-04c3-3bcb-b045-f61706ca3b82,269139b2-fa10-356e-96ee-c06b029b3eba,Jarrod316 VonRueden376,M,NURSE PRACTITIONER,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
c3b1ac7e-1ed5-37b0-b3cb-d0ebd8b11750,269139b2-fa10-356e-96ee-c06b029b3eba,Teodoro374 Cuellar188,M,NURSE PRACTITIONER,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
7de79b2f-1584-3199-ad53-c202c8d8aabe,269139b2-fa10-356e-96ee-c06b029b3eba,Weldon459 Grady603,M,NURSE PRACTITIONER,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
43146cdb-61c2-3223-a00b-57951e7077ab,269139b2-fa10-356e-96ee-c06b029b3eba,Darryl392 Bradtke547,M,NURSE PRACTITIONER,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
0a1a3506-0519-350e-836e-584f58439088,269139b2-fa10-356e-96ee-c06b029b3eba,Jarrod316 VonRueden376,M,EMERGENCY MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
621ccad9-0bfd-376c-8332-c972d6430a7b,269139b2-fa10-356e-96ee-c06b029b3eba,Osvaldo336 Will178,M,EMERGENCY MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
91ee250e-762e-3a99-9526-eda80067a8cc,269139b2-fa10-356e-96ee-c06b029b3eba,Weldon459 Grady603,M,EMERGENCY MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
0ae71954-038d-31c4-a173-a5c4eb7d3c65,269139b2-fa10-356e-96ee-c06b029b3eba,Darryl392 Bradtke547,M,EMERGENCY MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
cd050f96-e64a-349b-8a08-00516e81a983,269139b2-fa10-356e-96ee-c06b029b3eba,Gricelda41 Jenkins714,F,EMERGENCY MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
9104a596-373c-386f-a798-0d14011b681b,269139b2-fa10-356e-96ee-c06b029b3eba,Exie255 Farrell962,F,EMERGENCY MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
7a8522be-76a5-3f43-82ba-357b1e6a5ac0,269139b2-fa10-356e-96ee-c06b029b3eba,Donnie175 Ryan260,M,EMERGENCY MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
a795c684-1480-3dd6-a4d6-98698a23ace4,269139b2-fa10-356e-96ee-c06b029b3eba,Jarrod316 VonRueden376,M,PHYSICAL MEDICINE AND REHABILITATION,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
f748ce9e-7f45-3227-82bb-507b6e9497dd,269139b2-fa10-356e-96ee-c06b029b3eba,Mafalda94 Will178,F,PHYSICAL MEDICINE AND REHABILITATION,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
c5730c85-6d97-34ab-b2fd-da4572bdd134,269139b2-fa10-356e-96ee-c06b029b3eba,Maryrose226 VonRueden376,F,NEUROLOGY,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
0baab5b7-e4d2-33c6-9321-0a49f775325c,269139b2-fa10-356e-96ee-c06b029b3eba,Mafalda94 Will178,F,NEUROLOGY,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
ffa4d9e1-671f-39cc-a2f7-8cc81d2b3e5e,269139b2-fa10-356e-96ee-c06b029b3eba,Maryrose226 VonRueden376,F,CLINICAL PSYCHOLOGIST,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
082af373-7c58-3ecb-8034-c68860c01274,269139b2-fa10-356e-96ee-c06b029b3eba,Maryrose226 VonRueden376,F,PHYSICIAN ASSISTANT,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
8ed3d4ac-156e-3ecd-80ba-fa847e64838e,269139b2-fa10-356e-96ee-c06b029b3eba,Mafalda94 Will178,F,PHYSICIAN ASSISTANT,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
c097d15f-953a-3416-9361-310f6fcb5621,269139b2-fa10-356e-96ee-c06b029b3eba,Weldon459 Grady603,M,PHYSICIAN ASSISTANT,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
e328fc44-6f8c-3441-a95c-1bb70e46fd4f,269139b2-fa10-356e-96ee-c06b029b3eba,Darryl392 Bradtke547,M,PHYSICIAN ASSISTANT,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
31783e73-419b-3bce-9bcc-cf76da63315b,269139b2-fa10-356e-96ee-c06b029b3eba,Gricelda41 Jenkins714,F,PHYSICIAN ASSISTANT,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
ded6f071-882e-319e-94e3-172b8be33f18,269139b2-fa10-356e-96ee-c06b029b3eba,Exie255 Farrell962,F,PHYSICIAN ASSISTANT,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
de5956c4-357f-3794-91f1-b0078da088bd,269139b2-fa10-356e-96ee-c06b029b3eba,Jarrod316 VonRueden376,M,ORTHOPEDIC SURGERY,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
8e2d8a60-d24f-39b4-bbe9-f1aef972e340,269139b2-fa10-356e-96ee-c06b029b3eba,Mafalda94 Will178,F,ORTHOPEDIC SURGERY,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
07738317-0c39-3bb9-96cd-ba0dc47b7c62,269139b2-fa10-356e-96ee-c06b029b3eba,Jarrod316 VonRueden376,M,GENERAL PRACTICE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,39
f6e48177-a16d-3b77-89af-31243e98c3ab,269139b2-fa10-356e-96ee-c06b029b3eba,Jarrod316 VonRueden376,M,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
cd30b472-cf7b-3e69-b49e-b895d2452299,269139b2-fa10-356e-96ee-c06b029b3eba,Osvaldo336 Will178,M,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
9107056c-a2f4-34c5-a7cb-80f555a7077d,269139b2-fa10-356e-96ee-c06b029b3eba,Weldon459 Grady603,M,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
1fae0e18-caef-3973-9b9e-de3be4124a1c,269139b2-fa10-356e-96ee-c06b029b3eba,Darryl392 Bradtke547,M,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
c31f9fde-dd11-3eea-bbe2-15cac6de9fde,269139b2-fa10-356e-96ee-c06b029b3eba,Luis923 Benítez559,M,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
63ef0b68-be6a-3eeb-916e-9f6c2a0bbfd1,269139b2-fa10-356e-96ee-c06b029b3eba,Andy346 Farrell962,M,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
34bd9bed-4811-39ad-81b5-998470cf5b59,269139b2-fa10-356e-96ee-c06b029b3eba,Jonna572 Ryan260,F,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
e3c88af5-b244-3517-93c0-9f894b08153a,269139b2-fa10-356e-96ee-c06b029b3eba,Johnnie679 Medhurst46,M,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
7e737a42-9f4c-33ff-a4f5-593b71480a1f,269139b2-fa10-356e-96ee-c06b029b3eba,Anissa357 Turner526,F,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
1e6b19d4-c09c-3b61-9207-980b42e47d8c,269139b2-fa10-356e-96ee-c06b029b3eba,Everette494 Reichert620,M,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
babae3ce-67f2-32a4-8d28-4ea691985819,269139b2-fa10-356e-96ee-c06b029b3eba,Pearle865 Russel238,F,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
c05b5332-0e54-3d9f-bb36-1131b4118c1d,269139b2-fa10-356e-96ee-c06b029b3eba,Nakia544 Schowalter414,F,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
8a9c691d-51a6-3055-9b0e-4d872b8ce8a9,269139b2-fa10-356e-96ee-c06b029b3eba,Jerold208 Carter549,M,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
8cd808b0-d7f2-3beb-9c10-e800585640d9,269139b2-fa10-356e-96ee-c06b029b3eba,Faustina753 Wehner319,F,INTERNAL MEDICINE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
04d7354b-bf0f-3b67-b9b1-5f322e6b0d69,269139b2-fa10-356e-96ee-c06b029b3eba,Jarrod316 VonRueden376,M,HOSPITALIST,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
56a185c9-4118-31a5-994c-2f4754f4e312,269139b2-fa10-356e-96ee-c06b029b3eba,Teodoro374 Cuellar188,M,HOSPITALIST,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
a1b71399-d815-31df-9f97-c64ae37ac193,269139b2-fa10-356e-96ee-c06b029b3eba,Maryrose226 VonRueden376,F,INFECTIOUS DISEASE,148 CHESTNUT ST,NEEDHAM,MA,02492-2505,42.281593,-71.242414,0
0fce75c2-6c42-36ff-ad8f-bd316d243688,69fb27f6-94eb-392c-a016-38c4726feb28,Herbert830 Mertz280,M,PHYSICIAN ASSISTANT,527 LONG POND DR,HARWICH,MA,02645-1227,41.696512,-70.070113,0
068e73ee-2de3-367d-8f43-412c2b9020d6,69fb27f6-94eb-392c-a016-38c4726feb28,Milo271 Jenkins714,M,PHYSICIAN ASSISTANT,527 LONG POND DR,HARWICH,MA,02645-1227,41.696512,-70.070113,0
56a5ec5c-a2cc-3e65-963c-6274ba759f0c,69fb27f6-94eb-392c-a016-38c4726feb28,Monet875 Reilly981,F,PHYSICIAN ASSISTANT,527 LONG POND DR,HARWICH,MA,02645-1227,41.696512,-70.070113,0
261edea8-9bfd-3141-aba7-ad305caafe1e,69fb27f6-94eb-392c-a016-38c4726feb28,Marvel321 Lindgren255,F,PHYSICIAN ASSISTANT,527 LONG POND DR,HARWICH,MA,02645-1227,41.696512,-70.070113,0
4d78400b-0c5f-3379-8c44-4faed72ace9a,69fb27f6-94eb-392c-a016-38c4726feb28,Bette450 Mertz280,F,GENERAL PRACTICE,527 LONG POND DR,HARWICH,MA,02645-1227,41.696512,-70.070113,72
92332f8e-c309-3a52-bf3e-144fc24e41a7,19353af1-a123-363a-b726-5e09f1871a19,Rickie717 Haag279,F,GENERAL PRACTICE,1030 PRESIDENT AVE,FALL RIVER,MA,02720-5923,41.725351,-71.094162,29
660fd7e2-3a63-3069-8bca-f10473632c52,205a76ac-6625-3d50-bfd3-b472ecd0e573,Corrinne176 Rowe323,F,GENERAL PRACTICE,1 HOSPITAL DR,LOWELL,MA,01852-1311,42.63898,-71.321141,40
0bf5b74e-0a80-31b5-bd4e-490c57c91e8f,43e36c7b-c390-3689-9ea1-6f3f32a5a3c5,Adelaide981 Kovacek682,F,GENERAL PRACTICE,315 MAIN ST,READING,MA,01867-3666,42.535183,-71.105423,27
91e18ddb-63dc-3db6-baac-3a48231db21b,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Giuseppe872 Effertz744,M,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
3b84304c-fe01-3014-af4d-8a76e9fb8d09,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Katheleen349 Barrows492,F,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
ff69decc-7c68-34cb-8af6-12f89ed1b688,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Lonny638 Marvin195,M,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
deb882a7-2e2e-34c4-8f96-a7718eda5700,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Carmen818 Huel628,M,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
14261dc1-2b06-3d20-b65a-2e0aa8e73f8a,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Herschel574 Prosacco716,M,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
c22a36b5-dd0e-31e1-8d78-082ae7b09499,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Virgil85 Lebsack687,M,PHYSICAL THERAPY,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
be6f7d13-695a-3568-b316-f38cfa7b1af5,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Giuseppe872 Effertz744,M,GENERAL PRACTICE,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,59
4f2e79d9-e384-3bb3-8bb5-c1363f1bfb3f,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,Lannie207 Effertz744,F,INTERNAL MEDICINE,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,0
a4b6decb-8090-3fb2-a578-c821cab175bd,524c18ff-973f-312c-92b1-5794da94c565,Chester802 Armstrong51,M,CLINICAL SOCIAL WORKER,923 ROUTE 6A,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,0
0108aa40-447e-3039-af44-e4aa77df8bc8,524c18ff-973f-312c-92b1-5794da94c565,Hans694 Skiles927,M,CLINICAL SOCIAL WORKER,923 ROUTE 6A,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,0
4fef5ee5-fc38-3938-a9d4-879ef98c7165,524c18ff-973f-312c-92b1-5794da94c565,Garland107 Hodkiewicz467,M,CLINICAL SOCIAL WORKER,923 ROUTE 6A,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,0
e801cff9-29ee-3591-b34d-31159b7ca8fd,524c18ff-973f-312c-92b1-5794da94c565,Lianne167 Armstrong51,F,GENERAL PRACTICE,923 ROUTE 6A,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,51
350e06a8-41cb-35e8-ae84-9800d8352864,1f1f6e6b-1ca7-3d0a-8bad-2c9fb1bcc4ee,Johnson679 Rosenbaum794,M,GENERAL PRACTICE,111 WASHINGTON ST,PLAINVILLE,MA,02762-2155,42.012797,-71.336578,42
e5ad6058-f437-32da-90cb-ebdb6c66a4bd,c798cb19-22cb-3994-a48b-7151820ef3ce,Yi864 Monahan736,F,OPTOMETRY,279 STATION AVE,SOUTH YARMOUTH,MA,02664-1842,41.667083,-70.200793,0
3f8b6500-4242-3f3c-816b-c9e294979ca1,c798cb19-22cb-3994-a48b-7151820ef3ce,Pedro316 Keebler762,M,OPTOMETRY,279 STATION AVE,SOUTH YARMOUTH,MA,02664-1842,41.667083,-70.200793,0
81d10ac1-661c-337c-b212-0478e22c77ec,c798cb19-22cb-3994-a48b-7151820ef3ce,Jeffrey461 Monahan736,M,GENERAL PRACTICE,279 STATION AVE,SOUTH YARMOUTH,MA,02664-1842,41.667083,-70.200793,95
0d11d027-3016-3cff-9889-8390b7bc6f73,75bce424-82dd-3c8e-9a24-8bb2b2939174,See995 Graham902,F,PODIATRY,180 SHIRLEY AVE,REVERE,MA,02151-3257,42.421005,-70.99036,0
57c23c53-79d2-397c-924c-364367d71380,75bce424-82dd-3c8e-9a24-8bb2b2939174,See995 Graham902,F,GENERAL PRACTICE,180 SHIRLEY AVE,REVERE,MA,02151-3257,42.421005,-70.99036,51
91b024eb-f3b8-3934-b3ff-6b19b33adcc9,29437dd4-1165-3098-a113-d55d1150ecea,Garry927 Lehner980,M,OPTOMETRY,287 WASHINGTON ST,S ATTLEBORO,MA,02703-5524,41.931653,-71.294503,0
11a849fa-6d31-361a-a559-28424dfc7c1c,29437dd4-1165-3098-a113-d55d1150ecea,Garry927 Lehner980,M,GENERAL PRACTICE,287 WASHINGTON ST,S ATTLEBORO,MA,02703-5524,41.931653,-71.294503,55
b718c24a-ea18-30ba-9435-1b2dfde07ee8,16a65b37-8333-3ea0-aaf0-bde926a328a5,Augustine565 Kub800,M,GENERAL PRACTICE,33 BARTLETT ST,LOWELL,MA,01852-1300,42.63898,-71.321141,56
c392d499-9056-3f32-980b-66f34497461e,f05dd4a6-8aa4-34de-96d8-ca02006cdf38,Daren950 Mertz280,M,CLINICAL SOCIAL WORKER,411 MAIN ST,YARMOUTH PORT,MA,02675-1843,41.706920000000004,-70.221117,0
795a5f6b-dc5d-3102-8aa2-b8c668f0a09c,f05dd4a6-8aa4-34de-96d8-ca02006cdf38,Mimi296 Jerde200,F,CLINICAL SOCIAL WORKER,411 MAIN ST,YARMOUTH PORT,MA,02675-1843,41.706920000000004,-70.221117,0
dec6b4c5-1fd0-39dc-af11-8edb1731692a,f05dd4a6-8aa4-34de-96d8-ca02006cdf38,Ofelia194 Mertz280,F,GENERAL PRACTICE,411 MAIN ST,YARMOUTH PORT,MA,02675-1843,41.706920000000004,-70.221117,72
0982c5cd-7e3d-3696-a928-ff2092b8928e,0507f525-c041-34d0-b731-f39f2b7239c0,Juliet585 Bartoletti50,F,CLINICAL SOCIAL WORKER,32 E NORTHFIELD RD,NORTHFIELD,MA,01360-9668,42.677091,-72.453876,0
7c5e7e64-d48c-32de-bc49-bac636beba70,0507f525-c041-34d0-b731-f39f2b7239c0,Juliet585 Bartoletti50,F,GENERAL PRACTICE,32 E NORTHFIELD RD,NORTHFIELD,MA,01360-9668,42.677091,-72.453876,63
36896e9e-4999-3c1c-9440-39876635c8eb,7f7c08c8-1c39-3b26-bd34-5122a003dd91,Kerry175 Morissette863,F,CHIROPRACTIC,107 FERRY ST,EVERETT,MA,02149-4940,42.405938,-71.054649,0
73c7e9fe-4b0b-311f-9430-f1608b280dc2,7f7c08c8-1c39-3b26-bd34-5122a003dd91,Kerry175 Morissette863,F,GENERAL PRACTICE,107 FERRY ST,EVERETT,MA,02149-4940,42.405938,-71.054649,16
79f6508d-1914-38f6-a720-8925b77030c6,1519c567-1c9c-3ea2-b3dc-b968fd5ae194,Ellis535 Legros616,M,GENERAL PRACTICE,65 WALNUT ST,WELLESLEY,MA,02481-2172,42.305932,-71.282917,19
34129ce9-dec1-3e2b-a526-4a4c5d934b30,906cab9e-35f4-3be8-94f6-8d018d7f1ff2,Boris111 Larson43,M,OBSTETRICS/GYNECOLOGY,3 CENTENNIAL DR,PEABODY,MA,01960-7931,42.534279,-70.969782,0
88e60b09-63c9-3519-9f95-1080cd823e9d,906cab9e-35f4-3be8-94f6-8d018d7f1ff2,Foster87 Harvey63,M,OBSTETRICS/GYNECOLOGY,3 CENTENNIAL DR,PEABODY,MA,01960-7931,42.534279,-70.969782,0
227ca8ad-54f4-39c3-8a77-e82b1a34b416,906cab9e-35f4-3be8-94f6-8d018d7f1ff2,Lane844 Thompson596,M,OBSTETRICS/GYNECOLOGY,3 CENTENNIAL DR,PEABODY,MA,01960-7931,42.534279,-70.969782,0
6c666363-2e30-303c-9463-a535e289363f,906cab9e-35f4-3be8-94f6-8d018d7f1ff2,Lynne528 Price929,F,OBSTETRICS/GYNECOLOGY,3 CENTENNIAL DR,PEABODY,MA,01960-7931,42.534279,-70.969782,0
f9c2be0f-b308-3a47-a0a6-18ddcd192095,906cab9e-35f4-3be8-94f6-8d018d7f1ff2,Woodrow571 Lakin515,M,OBSTETRICS/GYNECOLOGY,3 CENTENNIAL DR,PEABODY,MA,01960-7931,42.534279,-70.969782,0
404026ac-6677-3397-bc31-a888ff54f9e4,906cab9e-35f4-3be8-94f6-8d018d7f1ff2,Jim478 Hane680,M,OBSTETRICS/GYNECOLOGY,3 CENTENNIAL DR,PEABODY,MA,01960-7931,42.534279,-70.969782,0
7c7e45a5-4360-36e8-b064-73abebaf381d,906cab9e-35f4-3be8-94f6-8d018d7f1ff2,Lesa839 Larson43,F,GENERAL PRACTICE,3 CENTENNIAL DR,PEABODY,MA,01960-7931,42.534279,-70.969782,57
58655d62-e4a6-378b-883a-7b4cc7dddfd7,fd1d550f-93a6-33e7-bff4-c6b0cf7d42f5,Kathyrn611 Keebler762,F,GENERAL PRACTICE,91 MONTVALE AVE,STONEHAM,MA,02180-3649,42.474208000000004,-71.097665,46
ce703459-2da1-3d2d-88e6-8db53341f1df,5403f5d8-1960-3afc-9984-4b70c279b6bc,Emil691 Wisoky380,M,GENERAL PRACTICE,75 POST OFFICE PARK,WILBRAHAM,MA,01095-1189,42.126883,-72.430952,11
96a3b1af-b35c-387d-b879-38bdb2e3bef0,5403f5d8-1960-3afc-9984-4b70c279b6bc,Migdalia164 Wisoky380,F,DERMATOLOGY,75 POST OFFICE PARK,WILBRAHAM,MA,01095-1189,42.126883,-72.430952,0
b11d94b9-43f5-3353-8f54-6a2d7004f3c6,5403f5d8-1960-3afc-9984-4b70c279b6bc,Mariette443 Sawayn19,F,DERMATOLOGY,75 POST OFFICE PARK,WILBRAHAM,MA,01095-1189,42.126883,-72.430952,0
76a63a25-a06f-3fa6-84bc-cadfb84039d6,5f240798-6507-364f-a931-042b3b6bc8a8,Norman647 Block661,M,GENERAL PRACTICE,440 E CENTRAL ST,FRANKLIN,MA,02038-1374,42.084858,-71.41057099999998,45
ffa7256b-1ca2-34e7-b551-9432d91a1a06,39b9ef7d-9747-3600-9162-83afeb9fce25,María Luisa888 Cerda549,F,CLINICAL PSYCHOLOGIST,769 PLAIN ST N,MARSHFIELD,MA,02050-2147,42.115139,-70.71033100000001,0
f3635f05-c391-3f48-be84-177ce1ae7746,39b9ef7d-9747-3600-9162-83afeb9fce25,Jesus702 Hettinger594,M,CLINICAL PSYCHOLOGIST,769 PLAIN ST N,MARSHFIELD,MA,02050-2147,42.115139,-70.71033100000001,0
908f81b3-78b6-3d89-9a3d-633af2898151,39b9ef7d-9747-3600-9162-83afeb9fce25,Kimberly627 Little434,F,CLINICAL SOCIAL WORKER,769 PLAIN ST N,MARSHFIELD,MA,02050-2147,42.115139,-70.71033100000001,0
6d4d5b06-84af-3617-8d37-24a0b1b20e61,39b9ef7d-9747-3600-9162-83afeb9fce25,Jesus702 Hettinger594,M,CLINICAL SOCIAL WORKER,769 PLAIN ST N,MARSHFIELD,MA,02050-2147,42.115139,-70.71033100000001,0
77db52ef-d4e1-3b1d-b48d-53d9c156c1d5,39b9ef7d-9747-3600-9162-83afeb9fce25,Jaime666 Pfeffer420,M,CLINICAL SOCIAL WORKER,769 PLAIN ST N,MARSHFIELD,MA,02050-2147,42.115139,-70.71033100000001,0
25ffd56d-8cd7-3daf-8fbf-33b7d97d03b9,39b9ef7d-9747-3600-9162-83afeb9fce25,Dick869 Little434,M,GENERAL PRACTICE,769 PLAIN ST N,MARSHFIELD,MA,02050-2147,42.115139,-70.71033100000001,73
178f5cce-f566-318c-a84e-69fdb400d985,6d764f44-0f5a-3f7c-9bb1-f9ffe015fcc1,Cristina921 Madrid123,F,GENERAL PRACTICE,1842 BEACON ST,BROOKLINE,MA,02445-1922,42.323853,-71.142003,30
4ae6de48-993c-31c1-82b5-de5b0234fe6d,e0732fe4-f248-3a1e-9c97-57a9f1f2b0be,Wilmer32 Herman763,M,CHIROPRACTIC,69 S MAIN ST,MIDDLETON,MA,01949-2213,42.610513,-71.007118,0
f9e126d3-411f-3a32-b850-1176e0c58ed9,e0732fe4-f248-3a1e-9c97-57a9f1f2b0be,Chloe501 D'Amore443,F,CHIROPRACTIC,69 S MAIN ST,MIDDLETON,MA,01949-2213,42.610513,-71.007118,0
1b2abe06-56b9-3974-8580-04c725e32cb2,e0732fe4-f248-3a1e-9c97-57a9f1f2b0be,Darla154 Herman763,F,GENERAL PRACTICE,69 S MAIN ST,MIDDLETON,MA,01949-2213,42.610513,-71.007118,14
52d22048-d530-3b88-8dc9-e7c81d4c3629,927793de-5e96-38ba-9944-14f40ad591c9,Bryant814 Balistreri607,M,OPTOMETRY,359 RUSSELL ST,HADLEY,MA,01035-3536,42.356491,-72.568632,0
87f471e0-c5a2-334c-9f5b-c63fa061a5e5,927793de-5e96-38ba-9944-14f40ad591c9,Bryant814 Balistreri607,M,GENERAL PRACTICE,359 RUSSELL ST,HADLEY,MA,01035-3536,42.356491,-72.568632,46
256556d1-3cad-3615-ae5c-aa493fd086ec,87f6941d-90f6-3c1d-b443-4038458cf8d7,Rosita520 Blanda868,F,PHYSICAL THERAPY,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,0
97eb150b-01a0-3884-b760-f8ea042ad79e,87f6941d-90f6-3c1d-b443-4038458cf8d7,Rocky100 Trantow673,M,PHYSICAL THERAPY,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,0
398206ef-ee0a-387e-93b6-099be3af267e,87f6941d-90f6-3c1d-b443-4038458cf8d7,Ramon749 Erdman779,M,PHYSICAL THERAPY,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,0
e746c32b-3eaa-30aa-a68b-4f477e354ef8,87f6941d-90f6-3c1d-b443-4038458cf8d7,Efren426 Gaylord332,M,PHYSICAL THERAPY,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,0
33955821-d164-3845-988a-b344f8819d01,87f6941d-90f6-3c1d-b443-4038458cf8d7,Mona85 Stanton715,F,PHYSICAL THERAPY,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,0
a04b4d3f-7bae-3be3-885e-fa460ad0cec4,87f6941d-90f6-3c1d-b443-4038458cf8d7,Juan88 Zarate81,M,PHYSICAL THERAPY,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,0
ce5ea8c7-7216-30eb-b852-bbc253e92ecb,87f6941d-90f6-3c1d-b443-4038458cf8d7,Roberta529 Eichmann909,F,PHYSICAL THERAPY,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,0
68bd101d-84c4-35e7-906a-6d183d396f63,87f6941d-90f6-3c1d-b443-4038458cf8d7,Oliver401 Bartoletti50,M,PHYSICAL THERAPY,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,0
8bcbc342-7f39-3aec-b3e5-d49300020a45,87f6941d-90f6-3c1d-b443-4038458cf8d7,Edward499 Heaney114,M,PHYSICAL THERAPY,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,0
196df91c-5df5-301b-bc58-ac23be5d3d63,87f6941d-90f6-3c1d-b443-4038458cf8d7,Kelley882 Cronin387,M,PHYSICAL THERAPY,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,0
