Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
60e89f33-630c-5225-ee9e-b209d0399f00,1919-12-11,1998-02-05,999-70-6902,S99989888,X27457574X,Ms.,Sara501,Zúñiga630,,,S,asian,hispanic,F,Salisbury  Saint Joseph Parish  DM,776 Rutherford Pathway Apt 6,Belmont,Massachusetts,Middlesex County,,42.372345267876796,-71.17047737758018,1446987.96,19682.249999999996
3cfec751-aa91-3f46-4338-254443edf18d,1940-10-05,,999-44-8319,S99967110,X49458354X,Mr.,Angel97,Hilll811,,,M,white,nonhispanic,M,North Attleborough  Massachusetts  US,165 Ryan Common,Westwood,Massachusetts,Norfolk County,,42.22420245580585,-71.20598028252101,266689.79,6962.299999999999
d817815a-4c58-0116-912a-81337c0c490b,1984-10-20,2007-02-03,999-69-2508,S99922054,X67476019X,Mr.,Ashley34,Abbott774,,,,white,nonhispanic,M,Somerville  Massachusetts  US,781 Stokes Byway,Lowell,Massachusetts,Middlesex County,01851,42.64865065513484,-71.30261053055693,545016.44,2334.71
7a0c2956-f372-7b26-e219-8398d082c78b,2004-04-15,,999-83-3382,S99965024,,,Raisa16,Hermiston71,,,,black,nonhispanic,F,Haverhill  Massachusetts  US,211 Powlowski Lane,Franklin,Massachusetts,Norfolk County,,42.09644904144792,-71.39707383051174,410524.07,3630.5099999999993
0989382a-52f7-d906-54a6-432abc1cfe83,1966-06-05,,999-80-8994,S99996336,X69453488X,Mr.,Spencer878,Gerhold939,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,732 Watsica Trafficway Suite 38,Brimfield,Massachusetts,Hampden County,,42.08017762451871,-72.2326140873171,1320092.4,3942.0099999999998
c2b6afec-84c3-a775-7878-2887bbaf3469,2010-06-21,,999-10-2260,,,,Avis183,Franecki195,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,407 Upton Dam Unit 30,Newton,Massachusetts,Middlesex County,02466,42.34028651237631,-71.17390791053771,250094.01,2750.6
45d6a920-c4da-50c8-e7bd-f491270dd2d9,2005-07-28,,999-15-2495,,,,Jackie93,Jakubowski832,,,,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,160 O'Kon Crossing Suite 60,Ashland,Massachusetts,Middlesex County,,42.269661047101906,-71.4835158223112,341518.79,9191.25
c4061c26-c873-8ec7-365b-30a41644d27a,1984-10-20,,999-29-6092,S99960072,X35948990X,Mr.,Norris589,Johnston597,,,M,white,nonhispanic,M,Boston  Massachusetts  US,801 Dietrich Knoll,Lowell,Massachusetts,Middlesex County,01851,42.61470913433167,-71.29481444634715,979208.35,3368.08
1e1935cf-0133-a9d4-6f62-7fe240c9d342,1945-10-19,,999-17-8815,S99983761,X46372409X,Ms.,Natalia964,Hilll811,,,S,white,nonhispanic,F,Rockland  Massachusetts  US,467 Heathcote Light,Douglas,Massachusetts,Worcester County,,42.061726519670664,-71.74387245218024,1540528.93,15019.129999999997
03722043-ee18-c043-7ec5-dc8fd16b2ac3,1919-12-11,2014-05-03,999-97-9029,S99931238,X15621388X,Mrs.,Ana María762,Otero621,,Collado928,M,asian,hispanic,F,Santiago de los Caballeros  Santiago  DO,597 Halvorson Mews,Belmont,Massachusetts,Middlesex County,02478,42.34175910721697,-71.20819046921139,1433299.55,43757.689999999995
3b231d95-84d0-e4c1-d333-7ac6556c31ec,1962-04-21,,999-27-7825,S99919151,X50972929X,Mrs.,Therese102,Cronin387,,Orn563,M,white,nonhispanic,F,Freetown  Massachusetts  US,1093 Price Bypass,Westport,Massachusetts,Bristol County,,41.540062402500745,-71.09257309218181,1432779.62,13563.64
f7d5f498-8855-6e18-330e-3c4c0b4e1acf,1976-12-29,,999-63-2392,S99997245,X66505508X,Mrs.,Ana Luisa894,Apodaca347,,Sandoval902,M,white,hispanic,F,Portsmouth  Saint John Parish  DM,491 Leannon Spur,Boston,Massachusetts,Suffolk County,02210,42.37325259479459,-71.10319710341153,1025057.09,9306.769999999999
d3fc01d4-4e64-95a7-34e0-4ddd7ad05bde,1998-03-28,,999-19-6707,S99949021,X55723709X,Ms.,Carlotta746,Bayer639,,,,white,nonhispanic,F,Boston  Massachusetts  US,804 Hauck Tunnel Suite 48,Cambridge,Massachusetts,Middlesex County,02138,42.33009320431316,-71.18699902121291,76794.91,34291.409999999996
bc61835a-572d-9d6a-c2f2-2a4c4b3be780,1977-03-10,,999-22-4679,S99996477,X72993176X,Mr.,Rashad361,O'Connell601,,,M,white,nonhispanic,M,Lanesborough  Massachusetts  US,137 McKenzie Well Unit 3,Lawrence,Massachusetts,Essex County,01840,42.670767935801535,-71.19861290376842,1028623.89,5415.9
47329b24-edf8-3025-d9c1-7649f82a6f7b,1984-12-19,,999-51-4006,S99922410,X52154199X,Mr.,Boyce638,Gottlieb798,,,M,white,nonhispanic,M,Chelmsford  Massachusetts  US,215 Larkin Burg Suite 89,Rockland,Massachusetts,Plymouth County,,42.14633789563332,-70.8806603888168,745938.7,4100.44
55b8a6c9-f12a-215e-7906-04bc4a0c27c8,1973-09-07,,999-58-1552,S99995004,X50023367X,Mr.,Adolfo777,Huels583,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1053 Jacobson Ville Suite 58,Wareham,Massachusetts,Plymouth County,,41.74770432366584,-70.70279725079564,1153296.35,3546.2699999999995
2d64e4c4-407d-5e43-e4d3-434be4f3e8b2,1984-04-27,,999-50-7831,S99966692,X57406926X,Mr.,Chester802,Schulist381,,,M,asian,nonhispanic,M,Braintree  Massachusetts  US,783 Gibson Terrace Apt 35,Medfield,Massachusetts,Norfolk County,,42.145582432337044,-71.34130319345674,891335.54,3430.4399999999996
d702c309-ad3f-70c4-e5da-d0d41f893d09,2001-01-31,,999-14-4009,S99936623,X42267343X,Mr.,Isreal8,Stokes453,,,,asian,nonhispanic,M,Franklin  Massachusetts  US,124 DuBuque Manor,Cambridge,Massachusetts,Middlesex County,02472,42.355030000648874,-71.13740499818783,536486.9,2901.48
f71e0fd5-7082-22a3-e248-99cbe5b86a3c,1973-11-02,,999-66-3416,S99928771,X47467362X,Ms.,Andre610,Prosacco716,,,S,black,hispanic,F,Methuen  Massachusetts  US,848 McCullough Dam,Boston,Massachusetts,Suffolk County,02116,42.39650823548111,-70.98702618665972,930302.49,10639.669999999998
f51140bb-127d-3abb-55e8-d01727229ac3,1975-08-21,,999-44-9955,S99924316,X19700065X,Ms.,Rocio28,Abeyta738,,,S,white,hispanic,F,Havana  Havana  CU,682 Feil Manor Apt 93,Boston,Massachusetts,Suffolk County,02127,42.33354511218815,-71.11735712224572,906378.49,8999.97
c3a335d5-ed25-4d73-cb7e-71041c983f6c,1963-10-14,2017-07-20,999-82-1562,S99995915,X29413435X,Mr.,Trey250,Frami345,,,M,white,nonhispanic,M,South Hadley  Massachusetts  US,850 Renner Common,Newton,Massachusetts,Middlesex County,02466,42.36415946077683,-71.1802576695514,1800866.69,5257.92
1c59fbcc-35a7-b7b3-5b0b-0bcfad96c289,1993-06-10,,999-13-4297,S99971840,X11973062X,Mr.,Antonio44,Arce139,,,M,white,hispanic,M,Santiago  Santiago Province  CL,702 Brekke Way Apt 40,Boxford,Massachusetts,Essex County,,42.66670753967276,-71.07605449067131,703537.64,2979.6899999999996
605ebd2b-f6ce-543a-22ec-f669baf2da4b,2004-09-08,,999-56-3941,S99938667,,,Erich201,Blanda868,,,,white,nonhispanic,M,Everett  Massachusetts  US,972 Rice Flat Apt 78,Dedham,Massachusetts,Norfolk County,,42.19801185566415,-71.19529367459275,360053.07,2953.0099999999998
d3983558-e8ad-9060-30d9-beee9ad90c08,1919-12-11,,999-64-6154,S99919349,X83434127X,Mrs.,Ramona980,Segura601,,Armendáriz135,M,asian,hispanic,F,Guatemala City  Guatemala  GT,974 Runolfsson Rest Apt 19,Belmont,Massachusetts,Middlesex County,02138,42.43778502345716,-71.16154801649682,1588333.4,27479.239999999998
fdd55ed0-0080-9e22-4b64-077ededea334,2019-04-18,,999-17-1641,,,,Susana117,Botello137,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,1010 Hagenes Camp Unit 85,Boston,Massachusetts,Suffolk County,02108,42.298790022901585,-71.1139206880176,46090.0,1137.3799999999999
fb2875b6-ac82-efc2-ab80-82dc6d66a3c2,2011-01-10,,999-12-3433,,,,Augustine565,Kuhlman484,,,,black,nonhispanic,M,Dracut  Massachusetts  US,199 Koepp Station,Boston,Massachusetts,Suffolk County,02151,42.31559524496949,-71.03241438080066,18227.39,516.64
09306f1c-25cd-e3c7-f23c-cc3430858f55,1967-08-09,,999-54-8018,S99942464,X22129724X,Mrs.,Kristy290,McClure239,,Ondricka197,M,white,nonhispanic,F,Hingham  Massachusetts  US,895 Murphy Ferry Suite 13,Sagamore,Massachusetts,Barnstable County,02561,41.72325501790095,-70.54990661578728,1227894.54,9433.069999999998
67135de8-378a-1028-87c5-6480e19a3df1,1990-10-18,,999-34-8215,S99982112,X61588506X,Mr.,Tracey100,Doyle959,,,S,white,nonhispanic,M,Framingham  Massachusetts  US,705 Muller Hollow Suite 15,Bridgewater,Massachusetts,Plymouth County,02324,42.00537408911495,-70.9585482917899,838270.21,3717.24
3c4c9c83-316d-d021-80d0-541242949e8a,2001-07-17,,999-29-2699,S99929032,,Mr.,Mason910,Dooley940,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,692 O'Reilly Ramp Suite 11,Easthampton,Massachusetts,Hampshire County,01027,42.30011153439198,-72.78913974036864,499737.53,3288.0199999999995
8b07ec49-56ea-58be-6cfb-594c4dbdfe20,1963-04-05,,999-28-6759,S99926744,X23682450X,Mr.,Chang901,Beier427,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,646 Schinner Club,Amherst,Massachusetts,Hampshire County,,42.31929777597053,-72.50100750750839,1191616.75,4788.679999999999
706f793d-04b1-51bc-241f-6752db676dc3,1944-11-08,,999-23-1902,S99926978,X27334104X,Mr.,Kirk871,Leannon79,,,M,white,nonhispanic,M,Boston  Massachusetts  US,946 Luettgen Ramp,North Attleborough,Massachusetts,Bristol County,,41.98449988572331,-71.37874533999896,50114.0,7694.42
5a1a94ea-1405-4658-22ca-b50b529492fa,1999-08-03,,999-76-3346,S99918537,X49198166X,Mr.,Hans694,Willms744,,,,white,nonhispanic,M,Plymouth  Massachusetts  US,492 Schowalter Haven,Wilmington,Massachusetts,Middlesex County,,42.53894619371762,-71.2134694863661,495981.07,2722.25
97f54966-6d0e-e9ee-92a7-ae64f8091612,1963-10-14,,999-62-3218,S99941589,X63585228X,Mr.,Pete38,Carroll471,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,986 Nolan Quay,Newton,Massachusetts,Middlesex County,02466,42.35337977738881,-71.18397269540577,1253176.03,8148.039999999999
953b23f6-59e7-d325-be57-0452e036daac,1977-12-16,,999-53-3983,S99989703,X39619528X,Mrs.,María Cristina383,Ávila241,,Chavarría957,M,white,hispanic,F,La Paz  Baja California  MX,801 Hyatt Loaf Unit 57,Salem,Massachusetts,Essex County,,42.519569829591816,-70.86763422508791,958573.76,8802.63
b860bf5b-d7a0-9abc-8d88-189c0cc2874e,2001-03-10,,999-46-9549,S99943472,,Ms.,Avis183,Bartell116,,,,white,nonhispanic,F,Boston  Massachusetts  US,1071 Kautzer Vale Apt 49,Framingham,Massachusetts,Middlesex County,,42.27506006622253,-71.43700348276437,533882.98,2901.48
77d5e7a9-4107-e8de-425e-845db3826678,1994-11-27,,999-67-9796,S99972348,X3430194X,Ms.,Ladawn167,Keebler762,,,,white,nonhispanic,F,Andover  Massachusetts  US,1054 Schmidt Estate Suite 16,Dracut,Massachusetts,Middlesex County,,42.727638643481235,-71.27814485319895,524320.33,4677.829999999999
e1588d03-68d1-965e-1865-473459cd31b4,1978-09-03,,999-21-2917,S99931897,X10973332X,Mrs.,Maurine401,Hansen121,,Halvorson124,M,white,nonhispanic,F,Duxbury  Massachusetts  US,182 Schneider Estate Apt 52,Worcester,Massachusetts,Worcester County,01605,42.242359339429974,-71.86809471446377,136330.74000000002,10835.63
63aed25e-ae62-b405-ad41-af6852314801,1989-09-08,,999-48-9810,S99946142,X84246943X,Mr.,Van763,Weissnat378,,,M,white,nonhispanic,M,Lancaster  Massachusetts  US,469 Grant Fork,Burlington,Massachusetts,Middlesex County,,42.46471457204956,-71.24243724077883,693503.5900000001,5525.159999999999
25de3fa0-ddc2-32e2-c5c6-9868a8bd11c4,1986-06-22,,999-19-4343,S99964684,X80305481X,Mrs.,Maris768,Howe413,,Mann644,M,white,nonhispanic,F,Boston  Massachusetts  US,309 Murphy Village,Holbrook,Massachusetts,Norfolk County,,42.13714300236396,-71.01706301437474,769488.8,10393.789999999999
af0fad44-0226-75a7-0095-45c6915d7f3d,2002-12-12,,999-90-4048,S99973571,,Mr.,Garrett899,Marks830,,,,white,nonhispanic,M,Wrocław  Lower Silesian  PL,281 Grimes Overpass Suite 75,Brookline,Massachusetts,Norfolk County,,42.37829310548516,-71.09658341059762,464314.99,3209.7
7112242e-792a-2c9f-b589-df6e2c5ced4a,2010-05-20,,999-22-6461,,,,Ermelinda113,Macejkovic424,,,,white,nonhispanic,F,Monson  Massachusetts  US,401 Wisoky Terrace,North Attleborough,Massachusetts,Bristol County,,41.941996191915464,-71.33243648875147,293837.27,2454.04
c3c2b8c3-be5d-45fd-488a-822657cd0cd8,2016-07-13,,999-58-9006,,,,Susana117,Trujillo801,,,,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,441 Bayer Grove,Newton,Massachusetts,Middlesex County,02462,42.34018963519831,-71.27619239629422,108684.68,1694.06
a07a0238-43a1-16cd-88ce-1b5415f3d3f7,1990-02-21,,999-70-4382,S99928575,X49282221X,Mr.,Eugene421,Hoeger474,,,M,white,nonhispanic,M,North Andover  Massachusetts  US,399 Rempel Mission,Peabody,Massachusetts,Essex County,,42.536135820223585,-70.97536916511982,103729.32,52705.259999999995
055ebbf8-99cb-dd11-ced2-da4d404b63a3,1974-01-25,,999-68-2882,S99997444,X68809506X,Mr.,Riley817,Fadel536,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,934 Rohan Station Unit 55,Cordaville,Massachusetts,Worcester County,,42.32095696668243,-71.48538319022315,1135696.41,4885.339999999999
cfecb459-e871-ad16-6a92-d0cf6d668611,1992-03-02,,999-39-3799,S99971172,X2724177X,Mrs.,Rubye299,Schinner682,,Doyle959,M,white,nonhispanic,F,Beverly  Massachusetts  US,223 Yost Run,New Bedford,Massachusetts,Bristol County,02740,41.58804530753762,-70.99467476399056,710775.65,4463.719999999999
40c236ac-b7ba-5841-c3ed-c68842f9569a,2007-07-08,,999-78-5798,,,,Rebeca548,Olivares593,,,,white,hispanic,F,Caracas  Capital District  VE,516 Heller Ranch Apt 88,Northbridge,Massachusetts,Worcester County,,42.156784298818536,-71.67125252767696,300029.33,9472.06
e6d2380a-9535-7476-5ff1-470adcd4d85f,1980-06-06,,999-65-1790,S99925785,X78476646X,Ms.,Marge692,Hackett68,,,S,white,nonhispanic,F,Sudbury  Massachusetts  US,859 Blick Fort Suite 30,Worcester,Massachusetts,Worcester County,01606,42.37874129368032,-71.81826058675665,142239.14,59805.80999999999
bf5421aa-13d2-1a69-8373-33d04527f9ec,1979-07-19,,999-83-2326,S99985488,X13839657X,Mrs.,Concha418,Rosenbaum794,,Fay398,M,white,nonhispanic,F,Danvers  Massachusetts  US,591 Raynor Key Apt 35,Somerville,Massachusetts,Middlesex County,,42.35755179243961,-71.07389416979726,1008756.2,4342.879999999999
8fceed4c-9307-36c5-6963-88cbe56e9cd3,1983-07-16,,999-73-4002,S99984757,X16526279X,Mr.,Rodolfo763,Yost751,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,129 Gottlieb Terrace Unit 65,Beverly,Massachusetts,Essex County,01915,42.60699634248805,-70.86639444072182,780822.23,5414.319999999999
585fc562-99b3-f64a-f357-42e703ab335f,1998-11-24,,999-47-6972,S99980557,X23671291X,Mr.,Dario75,Bergnaum523,,,,black,nonhispanic,M,Watertown  Massachusetts  US,275 Treutel Fork Unit 90,Hingham,Massachusetts,Plymouth County,,42.24368397699057,-70.8798099516245,538216.98,2985.5499999999997
f3651ffb-271f-2a5c-adaf-02ec4322e19d,1989-03-03,,999-87-3321,S99934767,X48718758X,Mrs.,Tresa661,Langworth352,,Homenick806,M,black,hispanic,F,Dartmouth  Massachusetts  US,146 Nicolas Run,Boston,Massachusetts,Suffolk County,02113,42.317856307969315,-71.03939564365866,699579.87,8010.579999999997
64ec98d0-d8b4-6dd4-d006-211bf4dbf51d,1950-06-30,,999-46-5779,S99974522,X3719835X,Mrs.,Criselda629,Larkin917,,Bashirian201,M,white,nonhispanic,F,Wrentham  Massachusetts  US,1007 Crona Trace,Wakefield,Massachusetts,Middlesex County,01940,42.50910992870216,-71.02709441048188,1501566.07,10686.199999999999
1712e518-94c3-44c5-6861-45adf859e8f5,1960-09-26,,999-91-2760,S99991467,X28376385X,Mr.,Luigi346,Schmeler639,MD,,M,white,nonhispanic,M,East Falmouth  Massachusetts  US,406 Lowe Frontage road Unit 27,Middleborough Center,Massachusetts,Plymouth County,,41.87326700088898,-70.92214141325286,1465005.92,5483.15
500b75af-079d-c37c-bff0-d2d8728b9154,1958-07-09,,999-65-5709,S99967885,X37392916X,Ms.,Qiana980,Kling921,,,S,white,nonhispanic,F,Boston  Massachusetts  US,451 Roberts Bridge,Concord,Massachusetts,Middlesex County,,42.44437663101468,-71.35809201294012,1370947.45,11557.47
6847f5c4-d56b-0bca-2b5a-cc169c26ad06,2004-12-28,,999-31-9131,S99941716,,,Jolene291,Schroeder447,,,,white,nonhispanic,F,Springfield  Massachusetts  US,898 Rohan Ville Suite 41,Saugus,Massachusetts,Essex County,,42.422246772925085,-71.02398961211361,50527.21,3597.9799999999996
4d731e51-5be1-c083-e111-46b9ab97de41,2011-11-03,,999-52-8685,,,,Raquel318,Aranda843,,,,white,hispanic,F,Caguas  Puerto Rico  PR,422 Kulas Byway,Westborough,Massachusetts,Worcester County,01581,42.22356015463528,-71.57646465009286,237671.55,2394.84
c46791b7-079a-266b-2da9-ea42eec7803e,1975-11-08,,999-13-3290,S99992364,X53826101X,Mrs.,Yetta429,Reichel38,,Mraz590,M,white,nonhispanic,F,Winthrop  Massachusetts  US,981 Lebsack Dale Apt 68,Newton,Massachusetts,Middlesex County,02465,42.37366066211517,-71.21644451299426,1021738.7000000001,6062.7
0c66918a-626d-5767-a748-9c65e13c2bc9,1991-04-07,,999-94-4940,S99927336,X44954113X,Mr.,Al123,Eichmann909,,,M,white,nonhispanic,M,Randolph  Massachusetts  US,975 Reichel Bay,North Brookfield,Massachusetts,Worcester County,01535,42.250220514880766,-72.06987946004377,614745.77,2262.2799999999997
53c77451-7d06-aba5-ebad-378167a80b64,1992-03-27,,999-81-2263,S99992433,X80743121X,Mr.,Julian715,Fadel536,,,M,black,nonhispanic,M,Lowell  Massachusetts  US,596 McLaughlin Trafficway Suite 86,Ludlow,Massachusetts,Hampden County,,42.171261439082905,-72.50205561240743,707342.92,4457.78
de8805ed-e8f4-3bf3-f26f-e3f3a041d4f8,1964-11-10,2018-11-18,999-25-4457,S99946994,X24833044X,Mrs.,Dulce933,Kovacek682,,Hessel84,M,black,nonhispanic,F,Braintree  Massachusetts  US,900 Buckridge Bridge,Springfield,Massachusetts,Hampden County,01013,42.119294446054674,-72.57792593903166,580437.44,7108.279999999999
bcad646a-6659-6c2d-82b4-99b4ff2c2d67,1988-08-16,,999-48-2822,S99931254,X29148082X,Mrs.,Shenita872,Waters156,,Barton704,M,white,nonhispanic,F,Boston  Massachusetts  US,393 Donnelly Crossing Unit 14,Somerville,Massachusetts,Middlesex County,02155,42.4153855145884,-71.13249638577909,692058.44,5551.339999999999
d7e1ff57-d5d7-00fb-b5a4-b361a9e61764,1958-05-11,,999-49-4792,S99945726,X74283036X,Mr.,Dylan44,Satterfield305,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,530 Witting Trace,Lowell,Massachusetts,Middlesex County,01854,42.63936535794367,-71.30396498763004,1516494.59,6187.549999999999
0bca6d43-c077-e658-33af-92ce4d8f92e2,1949-04-10,,999-89-7812,S99968960,X64304782X,Mr.,Yong583,Hauck852,,,M,white,nonhispanic,M,Wilmington  Massachusetts  US,625 O'Keefe Burg,West Newbury,Massachusetts,Essex County,,42.756039524537975,-70.94918380070088,1593885.3399999999,11328.159999999998
b0a67a5a-ebb2-d7b0-4a0a-9c39055369d1,2001-10-18,,999-16-2729,S99944360,,Ms.,Thomasina264,Glover433,,,,white,nonhispanic,F,Somerville  Massachusetts  US,126 Welch Village Suite 90,Malden,Massachusetts,Middlesex County,,42.38369303453304,-71.07672766303556,449528.62,3871.33
ac88d0b6-2e92-ddf1-92df-cf1fd9dfb41e,1964-11-10,,999-65-2411,S99965942,X41103640X,Mrs.,Evangelina20,Harvey63,,Towne435,M,black,nonhispanic,F,Lynn  Massachusetts  US,814 Kutch Gardens,Springfield,Massachusetts,Hampden County,,42.073160767637425,-72.52316899671428,1157825.8,3927.9199999999996
58ce6b4e-1b91-0072-b938-5a5c2739c30a,1914-08-26,1957-01-23,999-98-4699,S99952855,X17950089X,Mrs.,Edythe31,Ward668,,Mraz590,M,white,nonhispanic,F,Franklin  Massachusetts  US,954 Botsford Club Apt 82,Yarmouth,Massachusetts,Barnstable County,,41.70519684694546,-70.23432082632102,906453.78,7829.8499999999985
f98f7304-012b-20ef-ec51-d3840b2759cd,1966-07-08,,999-10-2248,S99978392,X81861992X,Mr.,Clifton91,Cassin499,,,M,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,675 Ankunding Ferry,Boston,Massachusetts,Suffolk County,02210,42.39672382153403,-71.16704881854614,1188094.31,3839.2699999999995
6f388d0b-6c5f-7ad9-149d-fe4b42a0a82f,1949-09-14,,999-75-3925,S99918841,X63909228X,Mr.,Rafael239,Osinski784,,,M,white,nonhispanic,M,Hudson  Massachusetts  US,375 Jerde Well,Agawam,Massachusetts,Hampden County,01030,42.0984247262752,-72.67476026669735,1431545.4,6422.61
5ade216d-7386-9e51-c3c7-24dcba6e2e46,1997-09-18,,999-99-6749,S99995696,X26826204X,Ms.,Anne636,Howe413,,,,white,nonhispanic,F,Milton  Massachusetts  US,605 Pollich Grove,Acton,Massachusetts,Middlesex County,,42.487586454683026,-71.42774657416174,541629.53,3853.7499999999995
e27c33d2-c45a-7233-2a80-195b4fdc181b,1957-11-06,,999-81-8332,S99980598,X5468993X,Mrs.,Laurene370,Marquardt819,,Metz686,M,white,nonhispanic,F,Gardner  Massachusetts  US,343 Herzog Ramp,Worcester,Massachusetts,Worcester County,01604,42.25580001952283,-71.80601402513429,58502.77,5414.659999999999
26a87ef5-642e-edff-cd3e-f531c604aa2d,1977-12-22,,999-76-3305,S99960807,X39101173X,Mrs.,Jennifer579,Berge125,,Bosco882,M,white,nonhispanic,F,New Bedford  Massachusetts  US,298 Feeney Bay,Groton,Massachusetts,Middlesex County,01450,42.6464267857104,-71.55062682131145,1032599.5599999999,6636.7699999999995
4e489d40-908a-4ae3-a3dd-78e75bd9b0bd,1971-06-26,,999-25-3246,S99967959,X28428753X,Mr.,Fernando603,Ziemann98,,,M,white,nonhispanic,M,Wilmington  Massachusetts  US,629 Barton Trace,Norton,Massachusetts,Bristol County,,41.94415253114371,-71.20493444981248,10148.439999999999,0.0
550ed19d-31fb-a68b-3ddb-d6af04333d7a,1966-07-09,,999-47-3954,S99956844,X32750868X,Ms.,Ronda430,Bartoletti50,,,S,white,nonhispanic,F,Milton  Massachusetts  US,381 Ward Frontage road Unit 24,Stoneham,Massachusetts,Middlesex County,,42.44601148291022,-71.08864944174213,1164750.11,7919.169999999999
854ffd45-0b5e-65f3-8c45-1eb883051aea,1973-03-25,,999-40-8011,S99948844,X38805981X,Mrs.,Avelina400,Reichert620,,Wintheiser220,M,white,nonhispanic,F,Cambridge  Massachusetts  US,730 Gleichner Ville,Braintree,Massachusetts,Norfolk County,,42.15833696811097,-71.00515358687646,1134297.67,5016.739999999999
4c1f108c-95fc-e963-4cd0-018d05c82579,1997-08-22,,999-75-3903,S99997261,X24752736X,Mr.,Fritz267,Dibbert990,,,,white,nonhispanic,M,Nantucket  Massachusetts  US,897 Dooley Grove,Holden,Massachusetts,Worcester County,,42.352172405122644,-71.87685560665491,570012.38,2893.8599999999997
537605e7-c683-42f1-d3f8-55ca0df1d4f7,1994-08-28,1997-08-29,999-56-6366,,,,Chu728,Franecki195,,,,white,nonhispanic,F,Brockton  Massachusetts  US,999 Brown Neck Unit 37,Marblehead,Massachusetts,Essex County,01945,42.48363519283342,-70.83561898152229,73219.91,769.9199999999998
114b272b-403c-d724-cb8b-72889434c958,1993-12-15,,999-35-7342,S99916193,X7598433X,Mrs.,Marlene554,Wolff180,,Howell947,M,white,nonhispanic,F,Boston  Massachusetts  US,1093 Schumm Run Unit 23,Hopedale,Massachusetts,Worcester County,01747,42.10449840687908,-71.5621395842326,535604.97,4019.5899999999992
32ac5f12-f183-8b2d-f567-0eb0ce102a20,2016-05-07,,999-51-3906,,,,Shannon293,VonRueden376,,,,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,897 Gislason Hollow,Clinton,Massachusetts,Worcester County,01510,42.45769783516557,-71.64365344771605,124140.0,1800.7099999999998
c5ec2694-b208-6107-01b0-bca3ed02fc46,1999-06-18,,999-75-4151,S99997621,X23529734X,Ms.,Francisca486,Rivero165,,,,white,hispanic,F,Havana  Havana  CU,611 Herzog Tunnel Suite 37,Newton,Massachusetts,Middlesex County,02466,42.3817979059127,-71.21645844755997,500074.4,2729.74
e2915731-8208-0b98-3e71-c5149bc4f2a1,1914-08-26,,999-39-1131,S99953407,X12815562X,Mrs.,Eleanora667,Hayes766,,Ward668,M,white,nonhispanic,F,Lawrence  Massachusetts  US,943 Quitzon Passage,Yarmouth,Massachusetts,Barnstable County,,41.68104929736917,-70.2182669631682,1587691.92,80153.63999999998
d68404e4-5509-3fb2-4fb1-6bb142ab6492,1933-06-02,2018-03-03,999-15-8236,S99955282,X62270104X,Ms.,Deeanna316,Lowe577,,,S,white,nonhispanic,F,Taunton  Massachusetts  US,761 Miller Port Apt 34,Cambridge,Massachusetts,Middlesex County,02138,42.36814903844195,-71.09369029649683,1611950.06,13106.009999999998
fac4d005-b0b3-1719-31a1-40b72365bc41,1994-08-28,,999-39-3165,S99984305,X29268865X,Ms.,Cora299,Beatty507,,,,white,nonhispanic,F,Malden  Massachusetts  US,705 Murazik Trace Suite 81,Marblehead,Massachusetts,Essex County,01945,42.52750705507421,-70.81317999809198,581401.37,4749.5199999999995
1fabb22b-4f9d-5514-114b-3d44533a8f92,1976-12-09,,999-53-1119,S99992575,X75294238X,Mr.,Blake449,Kohler843,,,S,white,nonhispanic,M,Worcester  Massachusetts  US,159 King Pathway Apt 17,Salisbury,Massachusetts,Essex County,01952,42.852326217772564,-70.86189976038136,963239.04,5477.69
5a356500-5cee-a24a-191d-38865bceb04c,1950-06-03,,999-35-9625,S99911165,X74236702X,Mrs.,Kary197,Hansen121,,Boyle917,M,white,nonhispanic,F,Templeton  Massachusetts  US,959 Kassulke Boulevard Suite 68,Wilmington,Massachusetts,Middlesex County,,42.58943900747947,-71.1179035521072,1339013.17,11808.329999999998
51782b0f-b87d-dc00-f413-5d7e0d64d85b,2001-06-10,,999-45-1049,S99914506,,Mr.,Long300,Raynor401,,,,asian,nonhispanic,M,Winchendon  Massachusetts  US,784 Homenick Skyway Suite 24,Amherst Center,Massachusetts,Hampshire County,,42.33551035932112,-72.54113117196431,477919.48,3076.37
